,sourceid,dstid,dow,mean_travel_time,la_name_src,area_src,la_name_dst,area_dst,dist_geo,dist_pop,dist_geo_log,dist_geo_sqrt,direction,src_cluster,dst_cluster,road_distance_by_traveltime,maxspeed_traveltime,fastest_travel_time,oneway_length,la_name_src.1,la_name_dst.1,population_density_src,population_density_dst,maxspeed_length,shortest_road_distance,oneway_length_by_length,fastest_travel_time_by_length
73,791,304,5,1160.77,23,1.24169,28,1.14163,5615.100444,5518.396959,8.633392831,74.9339739,-142,8,91,8144,40,766,747,Merton,Sutton,5490,4737,36,7676,576,784
74,791,243,5,1068.92,23,1.24169,21,0.584212,4708.939583,4708.269003,8.45743036,68.62171364,7,8,13,5605,42,526,2571,Merton,Lambeth,5490,11998,42,5605,2571,526
75,791,110,4,517.36,23,1.24169,7,1.00286,2306.588823,2285.16367,7.743958459,48.02695934,152,8,8,3711,39,358,0,Merton,Croydon,5490,4491,36,3672,70,402
76,791,213,5,2173.71,23,1.24169,19,0.567381,10096.67678,10056.92383,9.220060655,100.4822212,-17,8,81,12811,44,1120,4000,Merton,Kensington and Chelsea,5490,12932,37,11774,1974,1225
77,791,978,2,3050.84,23,1.24169,32,0.689337,12452.02012,12397.09418,9.429718452,111.58862,-11,8,16,16024,44,1394,6601,Merton,Westminster,5490,12564,36,14999,2299,1598
78,791,285,6,2186.7,23,1.24169,27,0.689951,10559.58318,10594.30347,9.264883781,102.7598325,12,8,1,11873,44,1013,3438,Merton,Southwark,5490,11091,44,11607,2634,1017
79,791,514,6,1091.33,23,1.24169,7,1.86129,6478.052176,6217.737611,8.77632951,80.48634776,143,8,0,8039,44,713,1665,Merton,Croydon,5490,4491,42,7996,1569,755
80,839,594,1,1505.93,19,0.498171,8,1.17252,12636.39387,12811.16092,9.444415465,112.4117159,-87,27,31,15577,52,1061,12951,Kensington and Chelsea,Ealing,12932,6130,36,15063,4276,1544
81,839,299,6,2194.46,19,0.498171,28,1.36638,12498.56844,12657.34905,9.433449398,111.7969966,179,27,91,15306,45,1201,6088,Kensington and Chelsea,Sutton,12932,4737,37,14464,4377,1389
82,839,797,3,658.65,19,0.498171,19,0.487985,2603.135417,2575.582458,7.864856005,51.02093117,-14,27,69,3596,38,354,1974,Kensington and Chelsea,Kensington and Chelsea,12932,12932,33,3460,751,371
83,839,972,6,1113.73,19,0.498171,31,0.832738,4911.567265,5035.598276,8.499551949,70.08257462,-176,27,45,6892,37,675,2755,Kensington and Chelsea,Wandsworth,12932,9624,36,6718,1877,698
84,839,702,4,2232.96,19,0.498171,14,0.925415,15143.16334,15080.60281,9.625370479,123.0575611,-50,27,93,17553,48,1284,10075,Kensington and Chelsea,Harrow,12932,5000,43,17103,7632,1433
85,839,132,7,2149.9,19,0.498171,9,1.72069,15675.60056,15680.30842,9.65992447,125.2022386,16,27,5,23282,53,1486,16991,Kensington and Chelsea,Enfield,12932,4127,36,19344,3650,1955
86,839,435,3,1360.71,19,0.498171,3,1.48344,8456.200684,8334.816435,9.042773509,91.95760264,-37,27,12,10007,46,786,4445,Kensington and Chelsea,Brent,12932,7581,46,10007,4445,786
87,839,863,7,1504.24,19,0.498171,26,1.01622,11954.76181,12064.93983,9.388968601,109.3378334,-123,27,64,14763,49,1086,7337,Kensington and Chelsea,Richmond upon Thames,12932,3451,44,14340,6974,1185
88,839,795,5,2515.12,19,0.498171,23,1.71721,10239.10396,10272.28164,9.234067051,101.1884577,-172,27,60,14240,44,1187,4696,Kensington and Chelsea,Merton,12932,5490,34,12482,1418,1330
89,839,106,6,1620.87,19,0.498171,5,0.370586,6248.395394,6232.353809,8.740240001,79.04679243,47,27,55,7443,37,745,3667,Kensington and Chelsea,Camden,12932,12824,36,7344,3295,754
90,790,5,2,1868.7,23,1.67112,21,0.526151,10166.99016,10018.71394,9.226999846,100.8314939,46,60,62,11465,45,972,1247,Merton,Lambeth,5490,11998,44,11312,1264,981
91,790,969,2,573.94,23,1.67112,31,0.585381,4816.222794,4579.77827,8.479952857,69.39901148,10,60,45,9594,56,558,8903,Merton,Wandsworth,5490,9624,35,5802,200,596
92,790,977,5,2249.9,23,1.67112,32,0.540573,13324.26752,13222.47575,9.497417326,115.430791,19,60,16,21023,49,1461,14283,Merton,Westminster,5490,12564,34,15761,1215,1697
93,790,312,5,1363.14,23,1.67112,28,1.71048,7728.89287,7729.740617,8.952850283,87.91412213,138,60,21,10066,41,909,2272,Merton,Sutton,5490,4737,38,9340,303,918
94,790,215,5,1675.26,23,1.67112,19,0.547446,9415.7201,9326.506152,9.150242122,97.03463351,18,60,81,15059,47,1052,10828,Merton,Kensington and Chelsea,5490,12932,35,10843,1180,1143
95,790,836,4,1575.11,23,1.67112,26,4.3397,8951.222542,8648.670938,9.099657109,94.61090076,-34,60,40,14940,51,990,8892,Merton,Richmond upon Thames,5490,3451,36,11656,400,1226
96,790,20,7,2333.25,23,1.67112,32,0.491281,13717.58131,13533.98319,9.526506493,117.1220787,10,60,16,21424,43,1681,13185,Merton,Westminster,5490,12564,35,16484,2514,1760
97,790,552,7,1822.69,23,1.67112,8,2.18115,13182.93734,13074.79181,9.4867545,114.8169732,-22,60,94,19761,51,1319,9809,Merton,Ealing,5490,6130,40,17319,2166,1649
98,790,17,6,971.75,23,1.67112,31,0.450327,5507.971768,5460.615442,8.614133273,74.21571106,56,60,75,6105,41,565,1080,Merton,Wandsworth,5490,9624,41,6105,1080,565
99,790,311,6,1768.96,23,1.67112,28,1.53299,8884.152182,8731.532798,9.092136868,94.25578063,127,60,21,11992,42,1059,2191,Merton,Sutton,5490,4737,38,11505,458,1124
100,21,401,6,2057.59,6,3.15147,2,1.36776,15109.19948,15316.72671,9.623125257,122.9194837,123,90,77,19859,47,1417,11830,City of London,Bexley,3775,4117,45,19069,7915,1447
101,21,73,6,2313.62,6,3.15147,4,1.9348,13732.1262,14048.7829,9.527566164,117.1841551,144,90,15,20631,44,1618,9576,City of London,Bromley,3775,2216,37,18477,4806,1894
102,21,801,6,1667.07,6,3.15147,24,0.549274,9057.908202,8857.587143,9.111503884,95.17304346,61,90,47,10586,43,945,3443,City of London,Newham,3775,9808,42,10568,3452,950
103,21,309,7,3018.5,6,3.15147,28,1.25275,17823.73701,18164.17367,9.788342491,133.5055692,-169,90,21,24135,46,1931,6605,City of London,Sutton,3775,4737,41,23643,5817,2126
104,21,636,2,1345.15,6,3.15147,11,0.793277,5182.800884,4916.053397,8.553293828,71.99167232,23,90,61,5820,32,651,246,City of London,Hackney,3775,14737,32,5820,246,651
105,21,626,1,2173.4,6,3.15147,15,3.37551,18865.1639,18865.14164,9.845125327,137.3505147,69,90,44,23118,43,1592,17525,City of London,Havering,3775,2320,45,20273,4859,1700
106,21,842,5,2452.24,6,3.15147,26,1.83563,15017.00067,15379.25752,9.617004805,122.5438724,-117,90,4,18963,41,1636,11502,City of London,Richmond upon Thames,3775,3451,40,18771,10580,1651
107,21,97,7,1649.68,6,3.15147,10,0.992569,10150.32472,10324.20578,9.225359491,100.74882,114,90,98,13015,45,972,6641,City of London,Greenwich,3775,6105,45,13015,6641,972
108,21,481,6,1897.08,6,3.15147,17,0.924208,11262.89146,11352.76975,9.329357442,106.1267707,-104,90,66,15475,42,1239,11328,City of London,Hounslow,3775,4854,34,13434,4559,1461
109,21,343,3,1806.28,6,3.15147,31,0.728249,8199.028296,8545.169454,9.011892884,90.54848589,-148,90,19,13030,44,1131,3169,City of London,Wandsworth,3775,9624,40,12663,2866,1231
110,438,678,4,1421.4,3,1.09632,12,0.600424,5981.387966,6347.013235,8.696575093,77.33943345,161,12,27,7829,43,664,2101,Brent,Hammersmith and Fulham,7581,11189,42,7783,2101,667
111,438,524,1,1535.32,3,1.09632,5,0.507764,7066.526516,6976.681876,8.863265841,84.06263448,103,12,55,11243,46,820,6709,Brent,Camden,7581,12824,35,8745,2488,928
112,438,819,7,2600.22,3,1.09632,31,1.32733,13524.35551,13383.61416,9.512321389,116.2942626,150,12,13,16992,45,1370,6560,Brent,Wandsworth,7581,9624,35,15846,1922,1660
113,438,953,2,1889.72,3,1.09632,30,1.45921,17626.13117,17120.62067,9.777194538,132.7634406,69,12,78,23928,55,1407,18923,Brent,Waltham Forest,7581,7135,37,20366,3497,2045
114,438,492,7,1509.2,3,1.09632,5,0.664692,7063.620106,6994.742311,8.862854522,84.04534553,93,12,55,9698,41,869,3697,Brent,Camden,7581,12824,35,8468,2999,910
115,438,203,5,2855.0,3,1.09632,18,0.497967,10014.7993,9998.367267,9.211919055,100.0739691,93,12,34,15029,44,1166,8752,Brent,Islington,7581,16697,34,12291,2889,1337
116,438,544,7,779.08,3,1.09632,8,0.997737,5284.165497,5511.671979,8.572659212,72.69226573,-113,12,94,7280,48,523,4163,Brent,Ealing,7581,6130,48,7280,4163,523
117,438,85,6,1002.73,3,1.09632,5,0.797914,4626.360124,4389.967881,8.439741817,68.01735164,93,12,7,6843,45,549,2718,Brent,Camden,7581,12824,36,5613,2020,590
118,438,202,1,2436.94,3,1.09632,18,0.601157,8852.491175,8876.069513,9.088567143,94.08767812,91,12,34,13933,45,1060,8185,Brent,Islington,7581,16697,34,10686,2813,1158
119,438,171,3,1449.9,3,1.09632,13,1.21891,7949.35532,7674.591911,8.980971901,89.15915724,45,12,80,9938,45,799,1022,Brent,Haringey,7581,9002,45,9834,509,805
120,671,965,6,763.04,13,1.39358,30,2.22255,3231.229023,3407.067067,8.080927278,56.84390049,150,96,79,5638,40,534,267,Haringey,Waltham Forest,9002,7135,40,5638,267,534
121,671,135,6,808.79,13,1.39358,9,1.10599,3505.663988,3418.247065,8.162420434,59.20864792,-32,96,5,5085,50,383,2145,Haringey,Enfield,9002,4127,43,4729,339,411
122,671,175,2,1219.68,13,1.39358,13,1.05947,5850.893692,5770.840493,8.674520596,76.49113473,-99,96,33,6826,42,610,934,Haringey,Haringey,9002,9002,42,6751,914,612
123,671,4,7,1667.31,13,1.39358,24,1.41902,10976.91765,10722.24739,9.303641047,104.7707862,144,96,32,15803,47,1143,7644,Haringey,Newham,9002,9808,43,14108,636,1253
124,671,268,7,1759.81,13,1.39358,24,0.627009,9513.123409,9496.233359,9.160532648,97.53524188,146,96,32,14322,47,1068,5867,Haringey,Newham,9002,9808,42,12699,565,1140
125,671,128,6,1011.93,13,1.39358,9,0.777056,4295.136319,4292.807589,8.365471367,65.53728953,-9,96,84,5191,45,436,234,Haringey,Enfield,9002,4127,43,5142,234,451
126,671,891,1,2102.76,13,1.39358,24,4.79316,12458.60109,12547.8544,9.430246776,111.6181038,143,96,98,17030,47,1233,7919,Haringey,Newham,9002,9808,44,15745,1369,1368
127,671,941,7,1975.35,13,1.39358,29,1.61671,10473.68249,10568.48641,9.256716434,102.3410108,165,96,73,12986,42,1166,3168,Haringey,Tower Hamlets,9002,16792,42,12986,3168,1166
128,671,135,7,768.78,13,1.39358,9,1.10599,3505.663988,3418.247065,8.162420434,59.20864792,-32,96,5,5085,50,383,2145,Haringey,Enfield,9002,4127,43,4729,339,411
129,671,12,7,1893.38,13,1.39358,25,4.88425,13067.57395,12153.60955,9.477965692,114.3134898,80,96,74,18638,50,1182,9646,Haringey,Redbridge,9002,5418,41,16028,4046,1359
130,662,214,1,2449.89,16,1.65495,19,0.664998,15414.0278,15527.18423,9.643098144,124.1532432,103,72,81,22828,51,1303,21457,Hillingdon,Kensington and Chelsea,2671,12932,37,19640,7401,1879
131,662,924,2,3588.43,16,1.65495,29,0.456506,22079.14727,22258.19624,10.00243417,148.5905356,88,72,11,26958,49,1810,22774,Hillingdon,Tower Hamlets,2671,16792,35,26460,7572,2724
132,662,133,6,2197.14,16,1.65495,9,0.960955,22437.20136,22672.55806,10.0185202,149.7905249,59,72,5,27563,58,1576,24792,Hillingdon,Enfield,2671,4127,51,27051,14915,1853
133,662,718,2,614.88,16,1.65495,16,4.16571,5199.416217,5599.118234,8.556493943,72.10697759,-33,72,2,6040,50,441,1805,Hillingdon,Hillingdon,2671,2671,50,6040,1805,441
134,662,162,7,1838.87,16,1.65495,13,0.563888,20951.29633,21202.8,9.950003529,144.7456263,62,72,33,26199,58,1493,24057,Hillingdon,Haringey,2671,9002,50,25687,14180,1771
135,662,438,7,1361.88,16,1.65495,3,1.09632,10701.70622,11039.3984,9.278251906,103.4490513,75,72,12,15068,52,966,12366,Hillingdon,Brent,2671,7581,47,15028,8149,1137
136,662,149,4,3238.71,16,1.65495,11,0.558607,22878.08423,22950.42146,10.03797842,151.2550304,75,72,48,31148,52,1999,24074,Hillingdon,Hackney,2671,14737,38,28554,7855,2731
137,662,317,4,3514.63,16,1.65495,29,1.26174,24954.2508,25121.75097,10.12483953,157.9691451,84,72,11,30070,46,2143,23118,Hillingdon,Tower Hamlets,2671,16792,35,29573,7916,3057
138,662,339,7,2218.25,16,1.65495,31,0.785436,15982.72292,16090.42165,9.679326166,126.4227943,114,72,19,24743,44,1564,20111,Hillingdon,Wandsworth,2671,9624,35,22042,6603,2240
139,662,328,3,3209.87,16,1.65495,30,0.84011,27308.73098,27515.12882,10.21499836,165.2535355,80,72,79,40480,54,2423,34049,Hillingdon,Waltham Forest,2671,7135,43,33147,19646,2663
140,690,686,7,276.55,12,1.19723,12,0.665265,1413.005662,1272.778457,7.25418185,37.58996757,53,45,81,1446,32,161,0,Hammersmith and Fulham,Hammersmith and Fulham,11189,11189,32,1446,0,161
141,690,437,1,1506.61,12,1.19723,3,0.848835,8609.625369,8478.253122,9.060752228,92.78806696,-3,45,58,10582,35,1064,1044,Hammersmith and Fulham,Brent,11189,7581,34,10339,1032,1096
